,TICKER,R-squared,Adj. R-squared,const,mktrf,smb,hml
45,BKU,0.7237242677097986,0.708923782051395,0.002556183210219949,0.9712430025594582,0.8289252725626473,1.179328981332619
46,BL,0.2964743913603559,0.25878551946894635,0.009545358434723785,0.8000278352523943,1.34946143003706,-0.9126205378336139
47,BLBD,0.35030913126866114,0.31550426330091086,-0.0004903920361694451,0.8559178920650873,1.424809081612485,0.6220834496741577
48,BLD,0.41504064502902727,0.38370353672701085,0.015053162878402143,1.516190390539739,0.12178185514792339,-0.4091828017130363
49,BLDR,0.5521347680251366,0.5281419877407689,0.0165842870323983,2.091192769074765,0.24956195723302627,0.3777696594416672
50,BLFS,0.25010687927544895,0.20993403352234796,0.03909377792011201,1.5601955928344098,1.9562018018083627,-1.4933604684546782
51,BLK,0.61649295788056,0.5959479377670186,0.002689035838008219,1.1425868071272856,-0.19828061836001204,0.12881815105315614
52,BLKB,0.3675810741895307,0.33370148887825546,-0.007161856829687097,0.931269671266266,0.5309802765985862,-0.047068230115427934
53,BLL,0.17760546429447266,0.13354861416739083,0.006790942237848345,0.5689625292328016,-0.3889726692863549,-0.36124380445916404
54,BLMN,0.4233657792395715,0.3924746602702628,-0.003984647418176349,1.8012093781584761,0.6639599483472962,0.820096944003902
55,BLUE,0.2277676118551445,0.18639801963309865,-0.03056710377561405,1.4605375466728616,0.6888586610341796,-0.15675984219873718
56,BLX,0.6229056088437008,0.6027041236031848,-0.010480254909999539,1.1120789522035295,0.4995789956236282,0.7831023458735327
57,BMI,0.3309267525093096,0.2950835428223083,0.012940427343567037,0.5802866497445429,0.95134191490052,0.06552082304270834
58,BMRC,0.5002903295040223,0.4735201685845949,0.000943642130590209,0.5642216825846759,0.46332845777649917,0.6745515672137363
59,BMRN,0.17659169639276584,0.13248053727094966,-0.004907356953591744,0.41649798331992144,0.931817931639328,-0.43903401293574473
60,BMTC,0.6419879743441547,0.6228087586840201,0.006374201037856193,0.5123415089651059,0.6328274939645947,1.1616987828052037
61,BMY,0.16023694869715965,0.11524964237736457,-0.003189110998782098,0.5916088567190873,-0.06563721974345765,0.0339471853675829
62,BNFT,0.2924677825530565,0.25456427090411304,-0.02481146638459595,1.3869823187097428,1.4461025236332261,0.10378231168399826
63,BOH,0.7193871760448967,0.7043543461901589,-0.002629231733829302,0.9340786965238068,0.8596019588072694,0.8832454749264853
64,BOKF,0.7966928441414298,0.7858013893632921,0.0028266245513534818,1.0857680979216562,1.0290137437541116,1.1162938520555543
65,BOOM,0.2982165909624268,0.26062105119255674,0.022335181853795683,0.6926364510638924,2.333263821993766,0.6752710903619612
66,BOOT,0.47634615240562805,0.44829326771307243,0.026660527359845435,2.423599034391029,1.7264954026031993,0.45919426415070064
67,BOX,0.30638179697659396,0.2692236789574829,-0.0005472938345223706,1.2005438453246275,0.3544009081844339,0.13519875415046811
68,BPMC,0.14911362778204384,0.1035304292703676,0.021317084937459714,0.561628571119348,1.5916072840212472,-0.31786076427127
69,BPOP,0.624385448349932,0.6042632402258212,0.012084366158724812,0.8568120412107475,0.2616078348756591,1.209251073172456
70,BRC,0.2832555748658593,0.24485855209081597,0.00099416198441991,0.7202261028958371,0.1677389020081093,0.26743759252338567
71,BRG,0.15915312616739496,0.11410775792636252,0.025089935448996355,0.6273201750623971,0.8779876181778223,0.9666759193997052
72,BRKL,0.6223973136443057,0.6021685983038221,0.0046408324771575055,0.44133319527495113,0.9148389619800311,0.9427405519872432
73,BRKR,0.4827739713041198,0.45506543405255473,0.009886187009646346,1.1459483920051237,0.2404582604643638,0.052928529486481996
74,BRO,0.3609981796215198,0.32676593924410124,0.009785361341860123,0.7620979114579273,-0.5470976671411572,0.01714171752941318
75,BRT,0.303782980529232,0.26648564020044085,0.017485455119176384,1.0566880406930623,0.32469321356950914,0.6369944957172713
76,BRX,0.6250682391404452,0.6049826090943976,-0.002601386365756335,1.3743601307460123,0.8573860120489796,0.8584156839055312
77,BSRR,0.6748670984617298,0.657449264450751,5.084697901274393e-05,0.9070702239533517,0.28956731336359587,1.0776116751936144
78,BSX,0.3383554098755893,0.3029101639760673,-0.0005645309840369849,0.8675153783431594,-0.14522480340650853,-0.1001936859471968
79,BURL,0.2613992222166073,0.2218313234067827,0.014502480033568604,0.7329955741563011,0.4091421338408121,0.23243345844540908
80,BUSE,0.7256866491019605,0.7109912910181369,-0.0008945366734383954,0.7279150744004754,0.6067542588826176,0.9661341043920221
81,BWA,0.5937353234169515,0.5719711443142881,-0.006329170192407077,1.2711781046246866,0.2891536661715245,0.6666114019400942
82,BWFG,0.5486622149110301,0.5244834049955496,0.008871372669580916,0.4878887475864835,0.7597068021790028,1.3729233223447257
83,BWXT,0.31951756816618615,0.28306315217508893,-0.00845223692114004,1.0350513688891565,-0.2554601291920928,-0.025343878687700966
84,BXMT,0.6490194538452825,0.630216924586994,-0.0008951065713827498,1.1593331865998198,0.2658471409454486,0.7111191799705531
85,BXP,0.5190847788913779,0.4933214634748446,-0.0062928154725235734,1.0108348118423414,0.10249500270098,0.6498742056262607
86,BYD,0.6076970973635841,0.5866808704366333,0.005126170214065884,1.833930416672959,0.8230475431462869,0.44864810780544806
87,BZH,0.4561915812912176,0.4270589874318186,0.004942139456970132,1.6298246477998233,0.6300653011065669,1.1326801683161034
88,C,0.7813691532578474,0.7696567864680892,-0.007807379926044333,1.5344661122518137,0.303565586488864,1.0044085901139443
89,CABO,0.3331084483468254,0.2973821152225482,0.0036841887347633905,0.6658776299773268,-0.11493439229846866,-0.8680109701047978
90,CAC,0.6700818595254053,0.652407673428552,0.002007070723159365,0.6485673581675434,0.8097938121580353,0.7984074198489657
91,CACC,0.33190063858366214,0.2961096013649297,0.012455908363306055,0.9901793899744539,0.47497472055197576,0.41398652013403453
92,CACI,0.3758951251799437,0.3424609354574407,0.001591697280199032,0.9310161687366987,-0.021725010422563307,0.05050419389619301
93,CAG,0.2133258233359534,0.17118256387180797,-0.007243853234635413,0.8248235078587098,-0.5369481929297626,0.26652914989790977
94,CAH,0.27310148591106553,0.2341604940848726,-0.012163540346247904,0.9533927848102914,-0.37859057346928837,0.21541072461708483
95,CAKE,0.5823086506923907,0.5599323284080544,-0.008548085425812833,1.2412146500153707,1.1476942124356242,1.0337615308239647
96,CAL,0.4919112260477546,0.4646921845860271,-0.008616476286827306,2.010955702638531,1.6910330011804642,1.1020319735997939
97,CALA,0.10999378044586183,0.062314875826890104,-0.03245414711764265,1.7917816306271743,-0.05577792898632461,-1.2431536147001236
98,CALM,0.07758585398661666,0.028170810450185435,-0.000832489007179694,-0.18530349934347054,0.6104877537305841,-0.3430514511583223
99,CAMP,0.6041675452725661,0.5829622351978822,-0.027340480788845004,2.1300138154184474,1.1061967709987692,0.4943133794843717
