at,sale,gsector
2167.705,2545.641,25
55556,166761,30
3493.226,330.279,60
10936.904,1051.944,60
10904.5,504.063,40
3299.069,1124.249,10
3560.918,2666.702,35
1212.494,1032.578,20
2607.023,2173.35,45
3546.345,3449.749,25
680.76,304.268,25
1075.712,547.503,50
2404.891,5153.998,20
774.172,914.236,45
1047.393,1269.573,20
10048.733,367.589,40
1229.927,1712.343,15
1776.3,1136.3,45
56306.12,1769.073,40
11206.586,1400.087,60
492.966,393.246,45
1137.761,1201.814,25
34786.846,4822.173,60
16083,8473,15
203.204,179.373,15
35697,9358,10
1791.929,64.979,40
276.084,934.842,30
1157.888,1202.581,10
617.603,306.357,40
2188.452,2053.903,30
11194.791,1688.706,60
875.359,605.105,10
244.236,62.339,35
216.473,114.48,45
10580.8,4729.9,15
7049.116,10620.352,25
10450.946,3128.909,15
2007.48,2127.077,25
36504.1,6145.6,40
28779.7,17578.8,15
334.715,17.812,35
3071.148,149.482,40
9184.005,758.988,60
640.605,1234.144,15
19199.144,2307.298,60
624.962,427.534,20
3455.261,2205.583,20
1692.094,3047.734,45
389.6,164.559,30
56065.005,4737.149,60
4726.348,203.661,40
17506.222,1823.427,60
2838.681,1622.642,15
2542.157,122.074,40
3434.806,3759.113,25
3886.183,248.568,60
1136.519,341.635,40
16058.6,4910.2,20
1538.767,152.915,35
1050.739,789.232,10
20438.638,1172.055,40
292.995,37.434,10
14667.3,3578.7,25
1232.569,1267.945,20
72.243,33.419,35
1889.942,965.787,10
12936.177,1603.259,60
5209.417,742.872,60
997.75,137.003,50
3791.938,446.828,60
1393.936,782.738,15
3343.3,4201.8,30
3173.834,2792.189,20
2072.633,1498.306,20
1840.492,179.945,60
4460.126,2350.098,60
411.896,102.976,10
398.41,651.286,20
9652,6731,15
525.679,506.51,45
1567.198,2071.519,35
595.989,354.661,45
5147.786,309.773,60
5613.331,3571.923,30
1465.295,495.308,45
10333,8040,50
8106.8,8811.9,15
3298.797,835.424,45
20740.285,1651.625,60
8468.002,4673.863,20
1223.306,598.717,45
676.716,838.561,20
13806.268,566.333,40
18712.567,849.273,40
421602,31607,40
1054.4,127.4,50
3034.531,5586.565,25
2508.601,869.258,45
122.005,11.799,35
177.654,57.708,45
686.975,63.627,35
5610.912,900.719,10
75.926,12.617,35
512.521,304.573,45
4965.612,270.469,40
1453.42,534.506,10
2740.832,126.079,40
228.552,45.285,35
3062.881,1361.319,40
1687.054,834.146,10
6201.888,266.97,40
740.778,167.007,25
384.329,144.391,35
4310.732,8340.579,45
66.32,45.734,45
1750.98,2814.191,25
2487,1148.4,50
1559.125,897.273,45
786.608,1122.377,45
13474.9,54139.6,40
71.237,74.553,35
3386.903,1294.322,45
6390.652,300.721,40
20696,25509.3,25
936.714,53.277,40
1884.488,1286.671,45
44274.83,189893.926,35
1975.648,73.561,40
1513.754,963.897,20
2911.926,108.188,40
247869,8503,40
591.523,378.831,45
4587.376,2957.013,35
3725.762,169.092,40
3607.967,311.824,60
3208.97,158.731,60
4908.743,284.209,40
4219.648,221.917,40
1360.52,886.093,60
38007,20705,10
6079.547,581.762,60
63.327,23.851,35
771.592,780.051,35
1355.231,62.409,40
139.877,18.845,35
3197.821,1107.363,15
391.168,603.713,25
2523.366,938.418,10
2270.542,1778.388,50
642.432,42.087,35
188.813,49.117,35
2114.456,511.547,45
4330.821,160.1,40
1407.495,590.38,45
763.59,652.537,25
829.902,472.347,45
502.298,551.451,50
1133.5,298.2,15
890.608,343.113,50
2333.498,1711.76,25
17063.613,1232.369,60
3949.217,153.474,40
702.279,120.925,25
1844.458,1429.456,20
9645.375,410.263,40
1075.6,365.254,45
769.429,1711.733,25
3914.045,155.699,40
3982.45,1904.998,60
1915.745,255.217,60
6906.104,243.91,40
275397,12415,40
5572.205,1367.645,20
1604.28,335.659,35
271.045,86.377,35
817.486,687.18,35
6231,2873,45
112.56,131.309,35
7426.3,2793,20
209.068,56.54,35
16116.936,5314.787,20
422.537,186.892,50
815.594,348.566,10
7831.151,1988.639,60
1833.458,431.269,45
8798.536,326.981,40
6211.937,291.012,40
554.732,648.471,25
2927.345,120.665,40
772.292,77.517,35
2387.2,1913.9,45
7625.272,9498.442,50
421.507,305.42,45
4644,1300,25
2442.982,112.353,40
911.789,385.513,45
2336.507,1453.047,45
3084.759,142.421,40
3475.776,1899.996,10
283.644,222.789,45
185.837,116.201,40
628.114,785.679,20
171.019,320.738,25
281.189,115.381,35
388.305,15.403,35
7628.268,293.354,40
1523.073,508.6,45
1757.721,439.101,45
363.697,15.563,35
1179.59,1742.101,20
889.936,138.811,35
216.438,210.18,45
1602.333,500.569,45
5978.631,231.099,40
3071,2346,20
403.526,150.134,45
917.902,1420.881,25
159.151,20.435,35
1454.387,794.247,20
2488.802,164.494,60
1109.978,155.036,45
129.05,346.935,50
1195.876,172.408,60
5411.53,15430.017,30
2528.9,1384.9,20
690.589,440.221,45
413.968,357.154,45
816.051,1326.328,25
7337.9,7843.7,60
259.473,310.446,45
1405,1474,25
17692.7,3273.3,35
1501.93,545.07,20
7770.893,332.368,40
484.285,566.83,30
275.629,38.881,10
936.8,288.2,15
5610,5071,20
394.111,42.722,35
795.685,131.006,50
717.369,21.802,35
529.227,373.628,20
2271.781,286.73,35
132.047,20.75,35
877.817,373.51,45
223.142,73.387,35
329.043,87.368,35
739.125,447.755,45
398.882,90.1,35
973.172,608.489,45
1367.325,393.593,45
6038.542,631.425,45
215.658,125.733,35
1223.588,431.18,40
12725.852,1510.825,10
342.206,111.535,35
7336.75,803.395,35
232.232,204.328,25
61470,38542,15
5586.235,97.842,40
468.006,406.785,30
294.494,338.298,35
171.592,17.444,35
488.251,21.098,35
21750,12303,50
3532.06,676.378,40
3496,4339,35
272.042,67.789,35
4678.964,2364.681,20
179.314,75.227,35
150.158,24.285,35
5679.85,892.659,40
1084.193,49.667,40
534.237,225.148,25
729.092,168.463,40
10112.616,3090.421,35
795.443,213.556,45
1961.843,595.91,10
680.961,91.723,10
5297.993,2651.368,45
1136.713,25,35
2609.459,1692.658,50
1545.816,2097.839,25
152.026,25.639,35
9906.5,6393.6,35
33252,11166,20
2642.634,100.545,40
306.644,22.378,35
3599.16,239.834,40
1219.951,290.874,45
2433.7,902.61,45
298.269,19.538,35
3937.704,3918.946,20
42649,14217,15
2732.533,874.438,45
244.842,78.648,35
1116.414,98.382,35
242.382,44.945,35
605.109,302.196,25
143.74,12.888,35
205.753,278.459,45
1401.649,477.221,45
326.666,148.677,35
577.74,188.845,35
3587.582,160.82,55
439.328,62.649,35
3050.712,816.107,40
2256.218,703.509,45
458.067,1022.97,25
5659.303,215.181,40
2009.051,393.428,40
6876,2282,35
2647.439,3032.61,35
576.191,35,35
1380.651,431.059,45
1687.445,329.646,45
990.451,243.589,45
1890.285,603.466,45
2981.8,1825.9,25
918.761,76.368,35
929.341,298.845,35
506.976,388.188,35
264.722,36.984,35
653.5,988.3,30
253.927,344.858,35
288.331,13.612,35
3666.567,158.521,40
136.011,116.156,45
1813.472,1056.389,35
1187.319,122.358,40
2404.015,157.6,45
4722,3263,30
9344,1430,55
239.669,132.949,45
6314,5675,15
1070.99,377.643,35
6293.843,4681.474,35
746.263,108.095,35
567.401,42.983,35
5073.8,4370.6,20
1829.37,2714.628,20
10710,12756,20
25093,17456,20
1931.856,899.259,20
3073,2704.6,45
746.2,873.6,20
1073.793,531.515,40
214.092,139.67,35
263.708,32.733,35
475.51,170.358,35
167.135,111.283,45
3719.206,762.936,50
295.526,41.817,35
16020.286,2122.353,35
1724.056,1357.7,25
560.241,316.352,25
15964.19,591.701,40
2108.796,877.35,40
6377.8,2707.1,45
299.658,64.303,35
799.829,82.654,35
9135.44,3047.681,50
828.7,94.4,40
563.401,204.293,45
1078.153,269.451,45
602.726,328.243,20
37534.602,15980.705,40
171.374,214.28,30
780.978,880.566,35
276.626,152.368,45
396.343,17.82,35
725.815,33.977,60
861.1,211.672,45
39473,3087,55
487.175,34.034,35
980.343,844.836,45
403.829,49.935,35
570.507,202.637,45
2671.225,772.445,45
79.12,26.382,35
689.231,150.827,45
1376.646,245.265,35
4258.483,321.661,60
6843,4689,15
4384.482,5689.233,25
232.632,69.154,35
400.138,33.195,35
1314.115,1702.367,45
210.337,584.814,50
5428,2906,45
656.024,872.662,20
1793.271,518.785,45
746.438,1112.229,25
863.632,48.633,35
94.585,49.202,25
747.678,591.207,45
2761.279,818.158,35
1270.691,284.098,35
477.255,241.442,40
5177.556,4719.534,45
1269.4,243.53,35
1353.457,1734.919,25
178.827,26.894,45
6075.702,4920.202,25
1196.477,183.217,45
195.31,175.518,20
3401.5,1766.2,35
4655.15,904.2,20
1776.2,2371.5,50
156.718,156.941,45
1522.3,607.3,35
133.52,165.251,45
704.984,1108.717,35
628.818,443.458,45
13382,5943,50
38239.947,15493.435,50
3978.03,844.813,20
4727.848,621.628,60
2352.824,436.512,25
374.9,1029,20
18454.5,7556.1,20
515.52,29.782,20
10355.066,572.953,40
1432.712,1224.361,20
6029.188,3211.116,20
2985.717,270.742,60
479.049,1397.7,20
3615.136,1371.868,35
8687.319,1255.628,60
43282.297,8378.654,40
3347.948,1711.951,35
865.179,590.623,45
2117.122,2536.489,40
32788.357,9492.561,40
1404.6,638.6,35
30820.58,5127.349,40
13443.7,4857.3,40
360.933,132.327,25
1739.67,3936.623,25
16988.516,11550.604,35
15031.623,617.762,40
2473.063,1419.213,35
7772.532,10119.141,35
1584.9,1074.4,15
1647.662,1415.826,45
17781,14294,30
2839.92,2365.365,35
1378.825,1739.732,30
7976.394,275.37,40
9360,5744,45
373.015,285.907,20
1582.479,475.598,35
4890.347,3236.7,45
3593.332,1478.899,45
17908.339,656.903,40
2382.43,3192.399,20
74111,20315,40
16946.5,7984.9,15
68.802,102.7,20
1150.432,649.642,20
1958.914,91.861,40
18103,6069.9,35
1332,990.533,45
2527.7,1908.5,30
14149.267,4147.27,60
2105.396,3495.644,20
404.75,1345.769,50
1399.6,1605.1,15
183.591,158.733,45
179.556,72.628,55
92.138,29.599,10
12798.429,526.276,40
116764,31981,40
451.903,311.202,45
1435.805,1710.261,45
2777.363,2461.275,20
1945.822,82.917,40
1219.9,1740.1,25
1734.7,1045.9,35
15923.6,4667.9,45
7008.227,281.56,40
2985.393,4735.94,20
127.734,15.141,35
5940.59,1681.297,45
6434.296,207.338,40
2083.388,1494.111,40
5912.53,1870.346,35
2004.096,79.815,40
11448.313,453.534,40
1604.262,1017.517,45
2295.807,1027.653,25
1516.408,1949.248,45
5791.441,1568.856,60
2465.868,1802.533,25
1145.825,329.448,25
5581.9,2675.5,20
2364.948,295.192,20
3314.902,3125.384,25
9264.637,2903.074,35
212.531,149.599,35
3185.744,109.835,40
1059.424,778.51,25
808.166,1419.657,25
45080.768,1896.577,40
13247.2,20443.9,25
640.887,1134.644,30
2450.935,1869.719,20
9929,6090,10
7586.972,26514.267,30
50.408,21.999,45
1076.775,1568.323,45
1957.076,2581.934,30
9265.562,9601.482,15
644.218,448.984,20
14026,9437,35
7902.1,13124.3,25
851.861,1005.266,20
1092.654,39.321,40
1296.979,523.04,20
1584.276,4287.004,20
10000.708,901.821,60
221.415,114.249,35
205.608,124.179,35
5244.232,1963.704,25
4180.917,3532.157,45
6511.586,4921.943,15
21541.541,20089.959,25
4926.711,2482.7,45
37789.873,1221.169,40
6028.218,3372.772,50
31038,2144,40
1453.1,1236.4,20
1243.876,242.747,45
321195,386064,25
17794.374,714.105,40
22827.878,2315.106,60
7221.47,4015.307,45
2984.718,540.099,35
7887.5,4400.8,25
2024.702,3461.537,45
22858.19,2752.314,60
168.422,41.589,35
301.362,37.388,60
19736.544,702.051,40
1757.355,2856.659,20
2498.278,733.555,10
2779.722,874.97,10
399.839,197.323,35
678.409,532.344,45
3709.315,1905.485,20
27162.596,1184.781,40
14316.5,16589.9,60
2044.115,87.07,40
350.787,307.865,45
29235.175,1424.636,40
263.097,141.667,40
3726.648,1515.093,25
11707.567,1009.528,60
1656.825,3329.188,30
149.831,124.959,35
2884,3044,20
187.497,309.215,25
5852,5652,25
525.592,304.376,45
1140.127,1522.598,25
1806.909,83.789,40
974.347,354.619,10
4898.745,207.69,40
88455.103,3700.757,40
133.423,133.277,35
621.408,648.006,25
1268.541,1166.044,45
5144.258,16207.106,20
1587.333,774.072,25
1464.183,176.442,60
1151.172,364.973,10
4437.344,193.485,40
1193.898,774.584,20
6704.185,412.12,60
5089.4,10851.8,25
2814.549,3085.177,35
5556.648,223.407,40
3745.993,9767.042,25
7888.9,2027.5,40
2086.31,152.331,40
6858,5987,30
903.339,488.318,45
17868,8530,20
1851.864,66.235,40
1511.478,50.925,40
1745.884,79.521,40
17106.664,652.31,40
6615.318,251.549,40
1565.978,72.869,40
2998.948,125.843,40
2354,2596.2,20
14707.636,1190.762,60
77.748,62.197,35
1766.91,1265.052,45
560.528,1190.856,20
721.517,687.314,25
1610.72,796.61,20
2883.802,110.767,40
8398.272,11202.672,20
1919.342,78.413,40
1015.373,2590.29,45
168.763,94.864,35
184.045,114.537,20
375.203,215.691,45
2060.839,1448.268,40
489.333,382.114,30
16442.1,12467.5,15
14135,6290,20
18399.317,1279.908,25
47233.5,8041.5,60
67.834,30.413,45
3220.742,134.893,40
8942.424,351.461,40
2836.571,2513.662,25
2642.026,91.2,40
5890.442,227.51,40
2473.078,124.464,40
5143.641,220.325,40
4634.114,160.393,40
7664.297,275.952,40
2026.439,79.489,40
465.412,586.372,45
558.51,508.373,20
5022.311,5050.589,45
23929.404,3797.201,60
3106.384,135.086,40
1397.4,1193.1,15
298.862,95.361,45
3949.297,168.903,40
192.545,239.482,45
775.319,1509.713,25
1465.612,480.735,45
11117.802,435.682,40
2750.572,127.94,40
16923,16652,45
2898.313,2849.999,25
6341.621,4169.039,45
2361.236,95.238,40
6915.42,1659.019,20
1763.954,64.131,40
23434,10153.6,20
1909.544,86.949,40
6168.325,339.311,40
54.136,51.146,35
38768,5840,60
19310,10271,25
1163028,53498,40
1501.73,72.228,40
1428.537,429.663,40
34059.275,1275.444,40
800.136,1856.555,25
1064.192,754.952,40
1676.803,61.964,40
1017.551,38.246,40
1570.949,694.155,25
9751.571,359.282,40
29820.138,1149.583,40
1980.988,173.761,60
28791,16675,45
5916.3,4710.8,25
3288.757,1060.898,50
52156.913,1830.589,40
17522,13066,25
793.137,442.221,45
185.402,259.726,40
4014.324,162.087,40
3903.8,2330,45
21874,6840,25
770.492,880.831,20
9487.218,324.577,40
979.088,948.019,45
787.812,629.37,20
8041.764,1257.978,10
14626.444,726.72,40
11880.214,12325.995,20
1506.3,1365.7,15
4677.92,2350.822,45
5812.369,4613.431,25
9158.018,2083.138,60
4615,1483.3,35
1297.299,757.98,25
4912.306,204.475,40
9378.3,4445.1,45
4864.523,1501.4,40
3665.331,1489.593,45
352.273,540.081,25
5848.02,1860.455,35
2032.5,3634.1,20
785.761,612.133,45
774.435,1489.637,25
3085.038,831.282,45
93.705,72.729,45
6476.424,1650.247,60
176982,16205,40
1130.528,773.271,20
1297.322,974.207,50
2482.587,119.961,40
7764.13,3198.149,45
110.017,66.827,50
2251.282,306.463,20
988.331,444.448,35
1562.8,747.7,20
144206,48417,50
18690,5199,25
96.13,30.456,45
1468.172,556.496,45
9627,5339,35
5084.8,3086.2,20
3949.3,2056.72,40
7433.2,6658.2,15
72.175,80.122,35
214.514,88.17,35
1993.487,886.677,45
7237.1,4386.3,35
3540.9,1949.7,30
110.378,108.621,35
825.463,417.396,35
2376.467,1116.27,45
500.313,244.826,35
795146,67906,40
203.788,23.995,35
1006.432,366.62,45
938.55,118.192,35
2137.333,987.538,35
8668,5255,45
306.952,100.326,45
1547.265,843.795,45
14902,9093,55
796.155,164.413,35
29498.442,1249.551,40
2271,2548,25
11168.9,4438.4,35
5490.831,2923.933,35
10764.924,2968.9,45
12838.013,474.849,40
2917.696,1859.313,45
624.624,474.56,45
4483,1723,20
747.345,344.026,50
7585,3239,35
3049,1987.5,35
122.704,101.749,35
27006.841,5998.545,60
34932.86,1338.882,40
12409,5371,40
2895.944,2105.322,45
75.641,30.111,35
2371.857,1073.442,35
7924.2,4961.4,25
1730.045,69.328,40
3043,4034,20
227.394,313.832,45
4925.092,1491.391,35
4829.683,2471.941,35
7031.373,4186.573,25
4000.906,2175.536,35
156.254,102.1,35
353.272,46.551,35
782.616,441.755,35
44201.545,7423.558,45
1152.26,638.075,10
4667.1,2881.1,10
119.422,239.825,25
1693.8,1333.9,45
67810,26581,30
1824.504,892.208,35
1933.315,70.426,40
940722,57031,40
37078.593,44327.039,45
1381.023,681.003,20
22547.1,4521.4,45
38531,9352,40
2331.476,154.65,40
356.973,836.417,35
23655,41355,30
600.394,415.684,35
287.58,88.046,45
2353.507,2393.714,35
24417.7,7024.5,35
3676.3,7131.8,25
16169,16252,20
86615,121867,35
2472.6,5089.8,25
1481.174,1378.124,25
68719,111115,35
296627.7,14597.8,40
11839.636,10106.321,25
3491.7,3326.3,20
3739.81,537.615,60
2213.664,2518.384,20
2365.886,94.479,40
571.731,353.874,35
132.733,147.683,35
1000.477,553.016,50
3261.295,1273.705,45
13406,2957,20
2821.016,121.538,40
39280.359,24996.056,50
429.624,1059.371,30
326.272,264.488,35
830.214,2549.783,25
12998.951,13239.976,20
239.894,156.471,35
958.024,733.601,20
18395,5103,20
963.217,693.616,45
2054.273,837.969,40
974.739,868.715,25
2083.6,1074,20
124659.6,4883.6,40
149.152,64.765,40
13404.276,4501.269,50
13869.547,2095.861,25
17979,5627,40
7877.334,309.125,40
58106.6,3150.4,40
7752.859,9584.019,25
3392.58,3050.61,25
12919.741,435.74,40
37726.096,1242.428,40
4453.061,1065.414,40
1548.774,1822.366,20
4621.989,1558.595,10
144.701,82.837,35
2718.016,124.22,40
2078.322,88.721,40
579.924,267.594,35
5152.76,213.389,40
9532,19423,35
25877.687,4841.954,40
1106.039,1255.202,45
1097.908,133.152,60
1425.913,1368.675,35
3001.745,1570.575,20
2043.94,737.478,10
12360.533,11628.83,25
22646.16,1520.64,40
2701.176,892.02,45
13468.59,24675.563,45
1021.998,127.699,40
71389.674,2426.611,40
146.671,61.577,15
1755.084,1385.209,25
3308.6,3676.9,25
16944.264,2236.975,40
44649.9,10094.8,40
2262.4,1373.5,15
2036.7,1638.8,15
25208,11443,55
1922.853,91.501,40
6396.786,483.617,60
66301,21252,45
209.728,28.913,35
15334,1081,40
4655.587,15.591,40
105747,8653,40
533.803,55.828,35
6276.841,295.399,40
1137.7,1086.9,20
1331.429,691.571,40
3767.57,1967.909,30
7660.986,738.22,40
1567.168,4117.411,25
33584,15301,45
319616,182527,50
108.608,65.144,35
940.582,346.634,10
2696,1389.5,40
55.456,26.63,35
2325.161,2398.123,25
2253.747,80.371,40
9395.848,1393.765,60
6957.5,6943.9,20
3093.211,471.047,10
999.57,336.794,35
1859.5,2812.1,20
13835,7504,15
3146.773,299.879,60
1476.128,13.398,35
73888.344,2006.894,40
853.224,415.435,20
1208.491,844.452,45
3462.797,2977.932,20
3888.987,705.342,55
4778.142,679.355,60
36076.291,3866.202,60
2195.666,95.967,40
7531.16,910.223,60
4179,847,20
20807,3886,25
6758.175,253.269,40
1223.353,50.33,40
1596.842,58.241,40
1057.476,871.014,20
3507.3,1304.028,50
19789.8,8681.7,15
552.405,78.696,35
16829.014,1269.655,60
10909,5655,15
806.6,792.6,15
4246.156,173.195,40
3429.273,943.365,35
1063.049,1391.083,20
2917.325,1161.792,45
8183.361,1559.869,45
83.84,158.924,25
8713,6018,15
2483.354,2063.204,35
1247.857,958.434,45
5971.861,2641.103,40
13851.9,725.826,40
1954.7,13617.1,25
4290.5,1926.7,35
16135.2,4287.8,20
300.04,855.197,20
998.364,990.652,25
4173.671,8558.874,20
494.593,783.294,25
1598.6,1669.1,15
126200,8244,40
1477.179,383.674,25
967.127,275.133,20
2611.944,2375.439,25
1793.184,248.948,60
714.539,206.531,35
542.674,277.748,25
36461,1332.6,40
5063.072,665.481,40
1232.809,355.56,20
12023,4124,15
4086.518,316.496,60
89.95,41.005,35
5485.7,4350.8,30
1815.006,2481.358,20
71.571,105.796,20
3637.203,430.043,60
34087,10671,50
6568,2758,15
26023.159,1048.283,40
2184.587,322.501,40
1366.826,64.427,40
1189.728,1430.39,25
8383.9,3404.8,20
3048.7,1655.2,20
1470.855,339.477,40
16398.804,787.748,40
6901.758,3424.446,35
165883,11977,40
1643.165,69.523,40
1118.723,1385.951,25
1646.482,1124.829,45
5030.628,4474.667,25
12511,12297,20
284.953,41.456,60
1621.989,691.039,10
50455,10778,40
2567.837,121.119,40
3853.384,813.344,20
10589.303,1861.178,50
1980.484,1169.12,20
5982.896,5984.634,25
83842,12552,45
196.634,205.94,25
2460.957,1563.15,15
533.456,248.168,35
1395,964.1,20
261.223,144.861,35
1395.836,1247.934,45
6134.1,7301.8,10
131.002,82.681,45
482.255,291.67,45
2537.991,98.722,40
2498.71,1050.01,45
673.588,269.718,50
18439.248,645.038,40
3722.852,166.586,40
191.582,238.645,35
12146.7,5698.7,30
5868.486,2229.385,45
159316,85965,50
4150.695,611.865,60
17619,2813,10
820.921,486.412,20
54721,64129,10
244.22,225.11,35
1679.485,789.042,35
8715.057,4519.484,45
3362.107,3170.561,25
9065.4,3408.4,45
2314.77,1962.137,25
6934,6221,60
1062.521,882.621,20
904.173,723.472,45
2208.278,380.766,35
16999,14177,25
7655.399,5531.713,35
5705,5767,20
1040.022,582.774,40
252.81,129.366,35
96.991,97.388,35
1644.809,69.399,40
1667.29,1506.875,20
3088.418,3702.438,35
7613,2365,25
3370.888,2288.76,40
510.845,248.466,50
3258.925,990.073,20
886.52,260.886,35
9496.3,4835,45
131.29,130.726,30
9250.825,891.236,60
7698.874,6664.35,25
7108.931,2711.332,45
105.734,90.692,15
3088.673,143.23,40
410.323,390.98,20
1969.58,3491.497,20
1718.5,936.9,20
2895.147,3514.33,25
2935.7,1200.724,45
192.354,119.073,35
2883.2,1555.4,35
607.328,99.615,60
4208.1,1726,20
1757.085,1547.502,25
239.52,249.128,45
715.027,291.724,10
886.2,90.4,50
1918.646,3339.281,45
3922.6,711.4,40
186.973,443.884,25
21647.284,2660.506,40
490.927,382.928,35
95679,2492,40
1893.515,77.327,40
4856,3652,15
14642.221,508.549,40
4179.179,167.422,40
4889.8,4529,45
1357.65,478.818,40
2346.27,95.553,40
5562.922,686.31,50
2612.632,294.013,20
456.568,148.376,50
1872.9,904.4,35
1732.497,1355.596,45
6535.901,2363.567,35
314.178,230.194,45
38.358,59.257,35
112889,12953,40
10276.4,1242.4,50
2995.76,814.729,40
539.971,252.424,45
677.97,356.036,50
1712.552,1143.744,35
240.987,136.878,50
4477,2081,20
4873.513,3709.377,45
4185.215,4401.879,25
2662.73,902.721,40
29016,11767,45
2193,1836,45
4198.647,1695.39,40
6523.571,5871.64,40
2861.848,284.114,60
5741.376,665.315,20
3978,3930,10
188.687,138.619,40
5089.969,6151.953,25
371.018,321.785,25
2545.578,2402.596,35
674.348,1097.702,25
1583.177,897.02,40
2848.941,846.656,40
5514.544,179.617,40
17523.019,1086.532,40
815.789,1411.222,20
1073.263,1040.765,25
3615.617,109.281,40
1739.9,931.8,60
7073.352,1887.907,45
6619.848,265.06,40
339.519,236.545,35
23373,3777,55
80919,21846,45
7351.549,3070.769,20
1381.387,1641.836,45
461.669,405.951,20
44815,28694,30
3987.4,2517,20
518.899,64.891,35
651.13,13.643,35
5710.483,1019.241,45
204.314,118.986,20
79806.502,9718.02,40
1245,1359,15
691.585,851.573,20
368.511,192.194,35
324.757,135.044,35
221.646,69.056,35
550.188,196.954,15
81817,2645,40
963.944,2511.515,20
941.313,275.12,40
1781,2560,20
1844.579,844.096,25
1105.629,206.035,20
2591.85,118.434,40
8632.851,283.401,40
583.313,592.571,20
6090.5,1238.5,45
23109,8086,50
1188.99,909.99,40
1805.9,1727.8,20
3401.1,1433.1,20
16701,11709,15
995.859,2247.392,20
7561.8,2784.6,20
75933,23888,45
2917.618,1502.7,35
1578.917,1923.719,10
97.028,23.99,45
2113.241,144.196,40
1800.4,1868.6,15
2246.947,845.885,10
3946.436,587.505,60
5372.095,356.181,40
3336.009,41.251,40
2110.799,76.561,40
892.582,764.775,35
265.685,365.547,60
181.61,64.872,35
11492.011,738.383,40
9129,2066,25
4044.5,2594.4,45
80873.509,1173.472,40
6798.2,2187.7,20
181.042,73.813,35
535.822,39.986,35
20200.56,772.728,60
6940.02,429.173,40
1189,1270.8,35
3360.949,583.439,50
3235.423,2485.2,20
7828.199,1430.627,40
310.22,310.719,50
5524.486,164.99,40
6076.366,442.888,60
2139.82,187.757,60
3413.863,211.464,40
427.352,541.239,45
7844.202,3045.578,20
526.458,312.63,45
850.803,685.797,50
17648.7,690.2,40
23669.084,2354.019,40
559.238,389.523,35
579.202,480.154,20
358.407,490.339,50
1458.457,1208.374,25
5158.624,915.892,10
4115.267,1238.974,40
6516.5,3427.1,40
1022.442,478.596,45
2144.29,998.23,45
792.939,464.909,45
1370.257,137.671,60
11194.579,2388.855,45
323.664,371.163,45
222.814,173.137,15
1927.7,2929.6,20
12795.988,7080.949,40
52148,31536,25
8350.202,812.605,60
1750.251,1032.275,20
401.887,269.812,45
2176.273,606.824,60
513.787,468.272,25
2293.503,2123.516,20
283.254,79.105,35
4692.646,483.857,60
4281.079,501.883,60
6072.616,2200.429,35
4650.975,1128.661,40
280.691,224.007,25
1072.579,510.588,45
2233.019,234.608,60
413.98,78.893,35
1045.002,119.114,60
15875.7,8260.3,10
2817.309,345.009,60
5985.603,580.97,60
8398.825,1810.022,20
2134.569,740.916,45
3010.516,460.319,20
9140.332,699.489,60
35010.493,1200.83,40
1274.513,429.647,35
1312.3,2277.6,20
1504.102,520.397,35
268.816,38.627,55
3867.593,804.033,10
25215.175,1946.62,20
576.479,237.416,50
8157,9361,20
5617.172,468.87,60
2566.358,431.779,25
1613.4,1333,15
13324.408,1171.515,60
15712.684,12829.559,25
974.325,1111.631,30
85158,69779,10
7486.56,3339.817,50
4058.051,116.82,40
7237.091,401.376,40
6868.54,306.137,40
1103.856,373.906,40
1411.507,1416.868,25
5246.338,2814.956,50
1200.102,774.425,45
737.451,1284.5,45
97.424,100.273,10
2845.2,3035.5,15
505.473,531.329,25
6206.5,1974.8,50
6790.692,745.55,60
1461.398,2137.148,10
744.204,434.395,20
2721.332,2659.478,45
1182.812,218.09,10
406.821,198.42,35
1146.428,530.037,45
493.675,320.952,25
3687.28,862.126,10
568.743,554.803,25
186.803,197.353,45
7358.7,6090.3,20
1837.661,2147.593,25
15644.8,2934.6,40
8750,4876,20
1929.497,130.637,40
2108.075,684.193,40
2485.624,3134.64,30
2876.618,1260.566,25
201.381,112.3,35
2364.852,742.307,45
6659.95,358.26,40
8898,2886,25
6499.362,2089.929,35
154.349,18.516,35
605.554,164.522,35
10499.8,15115.9,10
1154.947,872.933,50
328.834,45.599,35
7481,4060,25
1969,604,50
12992.488,3115.456,25
4314.229,438.637,10
4021.98,3260.447,25
14738.634,536.39,40
18039.143,23826.195,60
2044.734,913.219,45
9712.533,1393.687,20
3516.2,4552.8,20
3407.061,492.853,35
2693.082,1050.582,35
585.799,311.678,40
1831.445,1093.999,45
1102.5,1398.6,45
348.453,427.536,40
2608.539,264.96,60
346.4,324.8,20
441.304,204.505,15
35403,27753,15
3918.221,1221.187,10
4483.4,1853.7,15
868.195,163.732,20
3069.4,2719.9,20
173.246,35.159,25
1581.615,318.218,10
202771,14764,40
4065,3587,20
4366.1,1998.6,20
2646.7,1935.6,20
275.795,342.205,20
