,Ticker,Book/Price,E/P,EBIT/P,SALES/P,RetYTD
128,DAL,0.155418389912214,0.011195561918039599,-0.10143978780738022,1.1954860920980928,0.0839
129,DLX,0.41908091874923636,0.04570341724274866,0.16054462729305802,1.4756009330230804,-0.0794
130,DTE,0.37585323779831686,0.039161273599434054,0.06528318156818554,0.6453622453040141,0.1475
131,DBD,-0.3372725016384924,-0.11112903717125265,0.36370785135109207,5.507374568035226,-0.3989
132,DDS,1.0381559829710225,-0.051622217783527664,-0.0630735694410649,3.1938320476828665,0.2117
133,DIOD,0.25028580153078067,0.0462772285580234,0.056846650351318674,0.36517222828105345,-0.3615
134,DIS,0.31447492350758743,0.007084768132052408,0.012994068468761786,0.23941899645449086,-0.1577
135,DG,0.13154860581381606,0.052432915002582445,0.073498799610021,0.6664451294298919,0.0549
136,D,0.4011245631238842,0.051670815418269594,0.05196939981393478,0.21944381584571673,0.1125
137,DCI,0.15347834115296324,0.0387238906664191,0.05485322121586867,0.38613212414950077,-0.1487
138,DOV,0.16015778366443273,0.042961450579204974,0.04966264906444167,0.3022728498807375,-0.1939
139,OMC,0.21344898297127224,0.09188840995258915,0.14016278699544676,0.9326823733318138,0.074
140,DCO,0.850949537165907,0.24301266423091009,0.08979398268613659,1.1572093957270715,0.1849
141,DUK,0.5867746978049563,0.04844542018468267,0.07137889698654114,0.3107672053761028,0.0949
142,FLS,0.4535778983116361,0.03166163118298497,0.06916594179935119,0.8901677323108619,0.167
143,DY,0.3509049651633048,0.014851355821478895,0.05352967208939897,1.3836950737286753,0.01
144,PKI,0.281350589012682,0.037158475515324585,0.05806698062739262,0.1996361954780718,-0.1972
145,EGP,0.16697291803532494,0.01675578289305043,0.016047828015012408,0.04354725423071767,-0.126
146,KODK,1.677414118758116,0.0651614374613104,-0.12489275513417827,3.1223188783544567,0.3248
147,ETN,0.23814354764327703,0.031108253588447324,0.03573676706545978,0.2847914185793116,-0.1904
148,ECL,0.10734305171992332,0.01678897513058074,0.026673058905129197,0.18919877797610196,-0.2472
149,EMR,0.17842079310109638,0.04157675670462663,0.05567638631223123,0.32922003268153327,-0.0012
150,ATO,0.5699215968027548,0.04797319498640134,0.06523145895475446,0.24560887877513127,0.1429
151,MARA,0.20232884327921674,-0.010715958182412107,-0.016450884247691953,0.04457127662635675,-0.3539
152,EBF,0.6488431210634542,0.05201556537836714,0.07727854147439321,0.7728134799199062,-0.0661
153,EFX,0.10026389342622821,0.02081698177876326,0.03207303320012087,0.137732782290315,-0.261
154,EQT,1.2217330580837498,-0.14078719539593607,-0.15982386353772923,0.37331771468246894,0.9422
155,NEU,0.2145870651647709,0.05375256345904182,0.07258178449095229,0.6633925885320837,-0.0325
